n	x_f_e	y_f_e	x_t1_e	y_t1_e	x_t2_e	y_t2_e	x_f_h	y_f_h	x_t1_h	y_t1_h	x_t2_h	y_t2_h
1	0	20	15	20	-15	20	0	0	0	0	0	0
2	0	20	-15	20	15	20	0	0	0	0	0	0
3	10	20	15	20	-15	20	0	0	0	0	0	0
4	10	20	-15	20	15	20	0	0	0	0	0	0
5	-10	20	15	20	-15	20	0	0	0	0	0	0
6	-10	20	-15	20	15	20	0	0	0	0	0	0
7	20	20	15	20	-15	20	0	0	0	0	0	0
8	20	20	-15	20	15	20	0	0	0	0	0	0
9	-20	20	15	20	-15	20	0	0	0	0	0	0
10	-20	20	-15	20	15	20	0	0	0	0	0	0
